dimension,block_size,failures,mode,rw_ratio,read_user,read_proc,read_wall,write_user,write_proc,write_wall
22,512,1,r,0.9,1.36656e+07,1.35288e+07,1.35153e+07,1.22912e+08,1.21682e+08,1.2156e+08
22,512,2,l,0.1,1.6922e+08,5.50516e+07,5.49966e+07,1.87209e+07,6.09039e+06,6.0843e+06
22,512,2,l,0.5,4.63759e+07,1.76869e+07,1.76692e+07,4.64436e+07,1.77127e+07,1.7695e+07
22,512,2,l,0.9,6.20403e+06,2.52136e+06,2.51884e+06,5.54293e+07,2.25268e+07,2.25043e+07
22,512,2,r,0.1,1.21443e+08,4.92336e+07,4.91844e+07,1.35466e+07,5.49188e+06,5.48639e+06
22,512,2,r,0.5,3.6559e+07,1.61021e+07,1.6086e+07,3.66768e+07,1.61539e+07,1.61378e+07
22,512,2,r,0.9,4.94458e+06,2.27679e+06,2.27451e+06,4.45152e+07,2.04975e+07,2.0477e+07
22,512,3,l,0.1,5.54467e+07,2.25894e+07,2.25668e+07,6.19608e+06,2.52433e+06,2.5218e+06
22,512,3,l,0.5,1.66197e+07,7.27009e+06,7.26282e+06,1.66057e+07,7.26394e+06,7.25668e+06
22,512,3,l,0.9,2.3489e+06,1.0322e+06,1.03117e+06,2.09238e+07,9.19473e+06,9.18554e+06
22,512,3,r,0.1,4.8539e+07,2.11842e+07,2.1163e+07,5.36062e+06,2.33957e+06,2.33723e+06
22,512,3,r,0.5,1.48347e+07,6.94957e+06,6.94262e+06,1.48432e+07,6.95356e+06,6.94661e+06
22,512,3,r,0.9,2.01697e+06,932773,931840,1.82332e+07,8.43216e+06,8.42373e+06
22,1024,0,l,0.1,4.5823e+09,4.49515e+09,4.49066e+09,5.09001e+08,4.99321e+08,4.98821e+08
22,1024,0,l,0.5,1.05729e+09,1.04035e+09,1.03931e+09,1.05761e+09,1.04068e+09,1.03963e+09
22,1024,0,l,0.9,1.37123e+08,1.3479e+08,1.34655e+08,1.23481e+09,1.2138e+09,1.21258e+09
22,1024,0,r,0.1,2.20344e+09,2.15712e+09,2.15496e+09,2.4487e+08,2.39722e+08,2.39482e+08
22,1024,0,r,0.5,5.06996e+08,4.96339e+08,4.95842e+08,5.06748e+08,4.96096e+08,4.956e+08
22,1024,0,r,0.9,6.41262e+07,6.27126e+07,6.25872e+07,5.7691e+08,5.64193e+08,5.63065e+08
22,1024,1,l,0.1,1.40111e+09,1.37727e+09,1.37589e+09,1.55676e+08,1.53026e+08,1.52873e+08
22,1024,1,l,0.5,2.10672e+08,2.07087e+08,2.0688e+08,2.10451e+08,2.0687e+08,2.06663e+08
22,1024,1,l,0.9,2.42693e+07,2.3832e+07,2.38082e+07,2.19391e+08,2.15438e+08,2.15223e+08
22,1024,1,r,0.1,7.91177e+08,7.76908e+08,7.75354e+08,8.79275e+07,8.63417e+07,8.6169e+07
22,1024,1,r,0.5,1.32529e+08,1.30009e+08,1.29879e+08,1.32688e+08,1.30164e+08,1.30034e+08
22,1024,1,r,0.9,1.59623e+07,1.56427e+07,1.56271e+07,1.43087e+08,1.40222e+08,1.40082e+08
22,1024,2,l,0.1,1.77976e+08,4.43604e+07,4.43161e+07,1.98734e+07,4.95343e+06,4.94848e+06
22,1024,2,l,0.5,4.75468e+07,1.43735e+07,1.43591e+07,4.73393e+07,1.43108e+07,1.42965e+07
22,1024,2,l,0.9,6.49466e+06,2.02186e+06,2.01984e+06,5.90845e+07,1.83937e+07,1.83753e+07
22,1024,2,r,0.1,1.2669e+08,3.85523e+07,3.85138e+07,1.41578e+07,4.30828e+06,4.30397e+06
22,1024,2,r,0.5,3.97296e+07,1.30841e+07,1.30711e+07,3.94069e+07,1.29778e+07,1.29649e+07
22,1024,2,r,0.9,5.51569e+06,1.91225e+06,1.90843e+06,4.94225e+07,1.71345e+07,1.71002e+07
22,1024,3,l,0.1,6.71886e+07,2.13201e+07,2.12988e+07,7.45033e+06,2.36412e+06,2.36175e+06
22,1024,3,l,0.5,1.8572e+07,6.64348e+06,6.6302e+06,1.85117e+07,6.62194e+06,6.60869e+06
22,1024,3,l,0.9,2.46391e+06,919960,919040,2.19803e+07,8.20686e+06,8.19866e+06
22,1024,3,r,0.1,6.03368e+07,5.9309e+07,5.91904e+07,6.66018e+06,6.54673e+06,6.53363e+06
22,1024,3,r,0.5,1.7579e+07,1.72622e+07,1.7245e+07,1.75635e+07,1.72471e+07,1.72298e+07
22,1024,3,r,0.9,2.20974e+06,862661,861798,2.0109e+07,7.85036e+06,7.84251e+06
22,2048,0,l,0.1,5.78499e+09,5.5881e+09,5.58251e+09,6.42417e+08,6.20553e+08,6.19932e+08
22,2048,0,l,0.5,1.39872e+09,1.34832e+09,1.34697e+09,1.39946e+09,1.34903e+09,1.34768e+09
22,2048,0,l,0.9,1.83429e+08,1.77737e+08,1.77559e+08,1.64891e+09,1.59774e+09,1.59614e+09
22,2048,0,r,0.1,3.3297e+09,3.18305e+09,3.17987e+09,3.69756e+08,3.53471e+08,3.53117e+08
22,2048,0,r,0.5,7.16314e+08,6.81896e+08,6.81214e+08,7.16727e+08,6.8229e+08,6.81608e+08
22,2048,0,r,0.9,8.89002e+07,8.48067e+07,8.47219e+07,7.98274e+08,7.61517e+08,7.60755e+08
22,2048,1,l,0.1,1.45527e+09,1.40861e+09,1.40579e+09,1.61627e+08,1.56445e+08,1.56132e+08
22,2048,1,l,0.5,2.17294e+08,2.09464e+08,2.09254e+08,2.1716e+08,2.09335e+08,2.09125e+08
22,2048,1,l,0.9,2.52004e+07,2.43175e+07,2.42932e+07,2.2611e+08,2.18188e+08,2.1797e+08
22,2048,1,r,0.1,9.03571e+08,8.66488e+08,8.65621e+08,1.00204e+08,9.60914e+07,9.59953e+07
22,2048,1,r,0.5,1.39841e+08,1.34516e+08,1.34247e+08,1.39906e+08,1.34579e+08,1.34309e+08
22,2048,1,r,0.9,1.64268e+07,1.56697e+07,1.56383e+07,1.48551e+08,1.41704e+08,1.4142e+08
22,2048,2,l,0.1,1.52404e+08,3.84442e+07,3.84057e+07,1.68537e+07,4.25139e+06,4.24714e+06
22,2048,2,l,0.5,4.01532e+07,1.25931e+07,1.2568e+07,3.99602e+07,1.25326e+07,1.25075e+07
22,2048,2,l,0.9,5.60753e+06,1.78498e+06,1.78319e+06,5.04658e+07,1.60642e+07,1.60481e+07
22,2048,2,r,0.1,1.32289e+08,3.77402e+07,3.77025e+07,1.47492e+07,4.20773e+06,4.20352e+06
22,2048,2,r,0.5,3.82811e+07,1.0921e+07,1.09101e+07,3.83565e+07,1.09426e+07,1.09316e+07
22,2048,2,r,0.9,4.74493e+06,1.63389e+06,1.63226e+06,4.27639e+07,1.47255e+07,1.47108e+07
22,2048,3,l,0.1,7.52378e+07,7.14721e+07,7.14007e+07,8.41644e+06,7.9952e+06,7.9872e+06
22,2048,3,l,0.5,2.06068e+07,1.91216e+07,1.91025e+07,2.04409e+07,1.89677e+07,1.89487e+07
22,2048,3,l,0.9,2.3181e+06,800545,799744,2.08142e+07,7.18809e+06,7.1809e+06
22,2048,3,r,0.1,6.33398e+07,6.09939e+07,6.09329e+07,7.05155e+06,6.79038e+06,6.78359e+06
22,2048,3,r,0.5,1.53881e+07,5.39122e+06,5.38583e+06,1.54642e+07,5.41787e+06,5.41245e+06
22,2048,3,r,0.9,2.06667e+06,748883,748134,1.86475e+07,6.75717e+06,6.75041e+06
22,4096,0,l,0.1,7.07143e+09,6.57543e+09,6.56228e+09,7.85006e+08,7.29946e+08,7.28486e+08
22,4096,0,l,0.5,1.66001e+09,1.53705e+09,1.53551e+09,1.65778e+09,1.53498e+09,1.53344e+09
22,4096,0,l,0.9,2.11808e+08,1.96315e+08,1.95922e+08,1.90859e+09,1.76898e+09,1.76544e+09
22,4096,0,r,0.1,4.43698e+09,4.03281e+09,4.02878e+09,4.93159e+08,4.48237e+08,4.47789e+08
22,4096,0,r,0.5,8.84922e+08,7.98113e+08,7.97315e+08,8.8432e+08,7.9757e+08,7.96773e+08
22,4096,0,r,0.9,1.08999e+08,9.75308e+07,9.73357e+07,9.80846e+08,8.77651e+08,8.75896e+08
22,4096,1,l,0.1,1.14847e+09,1.0634e+09,1.06233e+09,1.27934e+08,1.18458e+08,1.18339e+08
22,4096,1,l,0.5,1.56205e+08,1.44466e+08,1.44178e+08,1.56512e+08,1.4475e+08,1.4446e+08
22,4096,1,l,0.9,1.73411e+07,1.61074e+07,1.60752e+07,1.57788e+08,1.46563e+08,1.46269e+08
22,4096,1,r,0.1,8.53748e+08,7.81107e+08,7.80326e+08,9.49214e+07,8.6845e+07,8.67582e+07
22,4096,1,r,0.5,1.1946e+08,1.09057e+08,1.08947e+08,1.19717e+08,1.09291e+08,1.09182e+08
22,4096,1,r,0.9,1.30867e+07,1.20376e+07,1.20136e+07,1.17728e+08,1.08291e+08,1.08074e+08
22,4096,2,l,0.1,1.18455e+08,3.33191e+07,3.32857e+07,1.35081e+07,3.79956e+06,3.79576e+06
22,4096,2,l,0.5,3.0349e+07,1.06328e+07,1.06222e+07,3.01793e+07,1.05733e+07,1.05628e+07
22,4096,2,l,0.9,3.91806e+06,1.43545e+06,1.43401e+06,3.58266e+07,1.31257e+07,1.31125e+07
22,4096,2,r,0.1,1.22086e+08,3.23851e+07,3.23527e+07,1.37286e+07,3.64171e+06,3.63807e+06
22,4096,2,r,0.5,2.9342e+07,9.51633e+06,9.50682e+06,2.93496e+07,9.51879e+06,9.50927e+06
22,4096,2,r,0.9,3.71215e+06,1.30185e+06,1.29925e+06,3.37124e+07,1.1823e+07,1.17993e+07
22,4096,3,l,0.1,5.25286e+07,1.64053e+07,1.63889e+07,5.99434e+06,1.87211e+06,1.87023e+06
22,4096,3,l,0.5,1.43313e+07,4.99228e+06,4.98729e+06,1.41465e+07,4.92791e+06,4.92298e+06
22,4096,3,l,0.9,1.89575e+06,1.73239e+06,1.72892e+06,1.73447e+07,1.585e+07,1.58183e+07
22,4096,3,r,0.1,5.46074e+07,4.66735e+07,4.65801e+07,6.05036e+06,5.1713e+06,5.16096e+06
22,4096,3,r,0.5,1.41956e+07,1.26894e+07,1.26767e+07,1.41828e+07,1.26779e+07,1.26652e+07
22,4096,3,r,0.9,1.79212e+06,1.58223e+06,1.58065e+06,1.61212e+07,1.42331e+07,1.42189e+07
100,32,0,l,0.1,2.46107e+08,2.45861e+08,2.45615e+08,2.73387e+07,2.73113e+07,2.7284e+07
100,32,0,l,0.5,4.52508e+07,4.51602e+07,4.51151e+07,4.52521e+07,4.51615e+07,4.51164e+07
100,32,0,l,0.9,5.505e+06,5.49949e+06,5.49399e+06,4.95052e+07,4.94557e+07,4.94062e+07
100,32,0,r,0.1,1.26426e+08,1.26047e+08,1.25921e+08,1.4046e+07,1.40038e+07,1.39898e+07
100,32,0,r,0.5,3.40872e+07,3.4019e+07,3.3985e+07,3.40988e+07,3.40305e+07,3.39965e+07
100,32,0,r,0.9,4.53519e+06,4.52611e+06,4.52158e+06,4.08203e+07,4.07386e+07,4.06978e+07
100,32,1,l,0.1,1.07878e+08,1.07662e+08,1.07554e+08,1.19817e+07,1.19577e+07,1.19458e+07
100,32,1,l,0.5,1.49499e+07,1.49199e+07,1.4905e+07,1.49531e+07,1.49232e+07,1.49082e+07
100,32,1,l,0.9,1.73581e+06,1.73233e+06,1.7306e+06,1.56212e+07,1.559e+07,1.55744e+07
100,32,1,r,0.1,6.53604e+07,6.52296e+07,6.51644e+07,7.25919e+06,7.24465e+06,7.23741e+06
100,32,1,r,0.5,1.13578e+07,1.13464e+07,1.13237e+07,1.13424e+07,1.13311e+07,1.13084e+07
100,32,1,r,0.9,1.33199e+06,1.32932e+06,1.32799e+06,1.20015e+07,1.19774e+07,1.19655e+07
100,32,2,l,0.1,8.94557e+06,4.70112e+06,4.69642e+06,995657,523243,522720
100,32,2,l,0.5,2.58888e+06,1.44604e+06,1.4446e+06,2.59241e+06,1.44801e+06,1.44656e+06
100,32,2,l,0.9,355250,206607,206400,3.1974e+06,1.85955e+06,1.85769e+06
100,32,2,r,0.1,7.71087e+06,4.33785e+06,4.33351e+06,857794,482563,482080
100,32,2,r,0.5,2.29444e+06,1.34359e+06,1.34225e+06,2.29223e+06,1.3423e+06,1.34095e+06
100,32,2,r,0.9,320255,193501,193114,2.87696e+06,1.73828e+06,1.73481e+06
100,32,3,l,0.1,1.16396e+06,1.16396e+06,1.16163e+06,129533,129533,129274
100,32,3,l,0.5,287946,287946,287946,286758,286758,286758
100,32,3,l,0.9,37397.4,37397.4,37360,340616,340616,340275
100,32,3,r,0.1,753525,752016,751264,82535.6,82370.4,82288
100,32,3,r,0.5,414403,413159,412746,413603,412361,411949
100,32,3,r,0.9,36507.6,36398,36361.6,327923,326938,326611
100,512,0,l,0.1,2.66822e+09,2.58275e+09,2.58017e+09,2.96246e+08,2.86757e+08,2.8647e+08
100,512,0,l,0.5,5.34522e+08,5.1633e+08,5.15814e+08,5.3411e+08,5.15932e+08,5.15416e+08
100,512,0,l,0.9,6.6677e+07,6.4074e+07,6.40099e+07,6.00115e+08,5.76687e+08,5.7611e+08
100,512,0,r,0.1,1.16155e+09,1.11388e+09,1.11277e+09,1.28955e+08,1.23663e+08,1.23539e+08
100,512,0,r,0.5,2.74398e+08,2.61488e+08,2.61227e+08,2.74453e+08,2.61541e+08,2.6128e+08
100,512,0,r,0.9,3.51789e+07,3.34517e+07,3.33848e+07,3.17718e+08,3.02119e+08,3.01514e+08
100,512,1,l,0.1,1.76426e+08,1.69892e+08,1.69722e+08,1.96439e+07,1.89163e+07,1.88974e+07
100,512,1,l,0.5,2.13928e+07,2.07504e+07,2.07296e+07,2.14004e+07,2.07578e+07,2.0737e+07
100,512,1,l,0.9,2.50375e+06,2.46365e+06,2.46118e+06,2.24825e+07,2.21224e+07,2.21003e+07
100,512,1,r,0.1,1.57186e+08,1.50735e+08,1.50584e+08,1.74276e+07,1.67124e+07,1.66957e+07
100,512,1,r,0.5,2.00963e+07,1.93319e+07,1.93126e+07,2.02122e+07,1.94434e+07,1.94239e+07
100,512,1,r,0.9,2.26559e+06,2.17034e+06,2.16817e+06,2.04292e+07,1.95703e+07,1.95508e+07
100,512,2,l,0.1,1.23481e+07,4.56878e+06,4.56878e+06,1.35057e+06,499712,499712
100,512,2,l,0.5,3.27814e+06,1.3782e+06,1.37682e+06,3.31825e+06,1.39506e+06,1.39366e+06
100,512,2,l,0.9,460092,199680,199680,4.18436e+06,1.81601e+06,1.81601e+06
100,512,2,r,0.1,1.28516e+07,4.66981e+06,4.66514e+06,1.42048e+06,516151,515635
100,512,2,r,0.5,3.70101e+06,1.49151e+06,1.49151e+06,3.69682e+06,1.48982e+06,1.48982e+06
100,512,2,r,0.9,538656,208998,208998,4.83629e+06,1.87648e+06,1.87648e+06
100,512,3,l,0.1,4.95754e+06,2.43659e+06,2.43415e+06,553711,272144,271872
100,512,3,l,0.5,1.4127e+06,724026,723302,1.4244e+06,730023,729293
100,512,3,l,0.9,355789,160621,160461,3.30087e+06,1.49018e+06,1.48869e+06
100,512,3,r,0.1,5.58849e+06,2.53412e+06,2.53158e+06,618243,280344,280064
100,512,3,r,0.5,1.3364e+06,671545,670874,1.34691e+06,676824,676147
100,512,3,r,0.9,195734,97377.4,97280,1.78077e+06,885929,885043
100,1024,0,l,0.1,4.186e+09,3.88849e+09,3.8846e+09,4.64919e+08,4.31876e+08,4.31444e+08
100,1024,0,l,0.5,8.45815e+08,7.81469e+08,7.80687e+08,8.46088e+08,7.81721e+08,7.8094e+08
100,1024,0,l,0.9,1.04548e+08,9.72221e+07,9.71249e+07,9.41476e+08,8.75506e+08,8.74631e+08
100,1024,0,r,0.1,1.9157e+09,1.75079e+09,1.74904e+09,2.12721e+08,1.94409e+08,1.94214e+08
100,1024,0,r,0.5,4.29536e+08,3.91269e+08,3.90877e+08,4.29552e+08,3.91284e+08,3.90893e+08
100,1024,0,r,0.9,5.38028e+07,4.87942e+07,4.87454e+07,4.85305e+08,4.40126e+08,4.39686e+08
100,1024,1,l,0.1,1.86445e+08,1.70395e+08,1.70224e+08,2.07171e+07,1.89336e+07,1.89147e+07
100,1024,1,l,0.5,2.28295e+07,2.18697e+07,2.18479e+07,2.28133e+07,2.18541e+07,2.18323e+07
100,1024,1,l,0.9,2.40851e+06,2.34341e+06,2.34107e+06,2.15615e+07,2.09788e+07,2.09578e+07
100,1024,1,r,0.1,1.7575e+08,1.60093e+08,1.59933e+08,1.95996e+07,1.78535e+07,1.78356e+07
100,1024,1,r,0.5,2.05941e+07,1.87182e+07,1.86995e+07,2.0656e+07,1.87745e+07,1.87557e+07
100,1024,1,r,0.9,2.41309e+06,2.20052e+06,2.19832e+06,2.21273e+07,2.01781e+07,2.0158e+07
100,1024,2,l,0.1,1.67364e+07,4.9707e+06,4.9707e+06,1.88699e+06,560435,560435
100,1024,2,l,0.5,2.97836e+06,1.21937e+06,1.21815e+06,2.92654e+06,1.19815e+06,1.19695e+06
100,1024,2,l,0.9,622297,250414,250163,5.59736e+06,2.25239e+06,2.25014e+06
100,1024,2,r,0.1,1.5158e+07,4.96163e+06,4.95667e+06,1.6788e+06,549516,548966
100,1024,2,r,0.5,3.92635e+06,1.45275e+06,1.45275e+06,3.97174e+06,1.46954e+06,1.46954e+06
100,1024,2,r,0.9,526178,205005,205210,4.71723e+06,1.83788e+06,1.83972e+06
100,1024,3,l,0.1,6.34953e+06,2.65676e+06,2.65411e+06,727824,304535,304230
100,1024,3,l,0.5,1.43839e+06,646483,645837,1.47648e+06,663601,662938
100,1024,3,l,0.9,258741,120953,120832,2.42076e+06,1.13163e+06,1.1305e+06
100,1024,3,r,0.1,5.77872e+06,2.5394e+06,2.53686e+06,638892,280754,280474
100,1024,3,r,0.5,1.83147e+06,768154,767386,1.7997e+06,754828,754074
100,1024,3,r,0.9,237632,105878,105984,2.15591e+06,960575,961536
100,2048,0,l,0.1,3.99691e+09,7.32901e+08,7.31435e+08,4.43044e+08,8.12395e+07,8.1077e+07
100,2048,0,l,0.5,6.72193e+08,9.01641e+07,9.00739e+07,6.71765e+08,9.01067e+07,9.00166e+07
100,2048,0,l,0.9,7.61505e+07,1.06717e+07,1.06611e+07,6.8673e+08,9.62384e+07,9.61421e+07
100,2048,0,r,0.1,2.56571e+09,6.24091e+08,6.23466e+08,2.85271e+08,6.93903e+07,6.93209e+07
100,2048,0,r,0.5,4.46246e+08,8.26381e+07,8.25555e+07,4.46557e+08,8.26957e+07,8.2613e+07
100,2048,0,r,0.9,5.53006e+07,9.85336e+06,9.84351e+06,4.94057e+08,8.80302e+07,8.79421e+07
100,2048,1,l,0.1,1.91288e+08,1.41745e+08,1.41745e+08,2.12544e+07,1.57495e+07,1.57495e+07
100,2048,1,l,0.5,2.55828e+07,2.04151e+07,2.04151e+07,2.54635e+07,2.03198e+07,2.03198e+07
100,2048,1,l,0.9,2.32148e+06,1.91946e+06,1.91754e+06,2.07453e+07,1.71528e+07,1.71356e+07
100,2048,1,r,0.1,1.86297e+08,1.31471e+08,1.3134e+08,2.06305e+07,1.4559e+07,1.45445e+07
100,2048,1,r,0.5,2.0566e+07,1.46164e+07,1.46018e+07,2.05622e+07,1.46138e+07,1.45992e+07
100,2048,1,r,0.9,2.38751e+06,1.704e+06,1.7023e+06,2.1259e+07,1.51728e+07,1.51577e+07
100,2048,2,l,0.1,1.3238e+07,4.58035e+06,4.58035e+06,1.47918e+06,511795,511795
100,2048,2,l,0.5,3.04065e+06,1.18956e+06,1.19194e+06,3.07096e+06,1.20141e+06,1.20381e+06
100,2048,2,l,0.9,850708,331445,331776,7.45682e+06,2.90525e+06,2.90816e+06
100,2048,2,r,0.1,2.00728e+07,5.0985e+06,5.0985e+06,2.20765e+06,560742,560742
100,2048,2,r,0.5,4.10466e+06,1.35729e+06,1.35864e+06,4.11147e+06,1.35954e+06,1.3609e+06
100,2048,2,r,0.9,489309,171380,172237,4.45207e+06,1.55933e+06,1.56713e+06
100,2048,3,l,0.1,5.57341e+06,5.52325e+06,5.52325e+06,634653,628941,628941
100,2048,3,l,0.5,2.05572e+06,2.0167e+06,2.01871e+06,2.10994e+06,2.06989e+06,2.07196e+06
100,2048,3,l,0.9,241660,239241,239002,2.10288e+06,2.08183e+06,2.07974e+06
100,2048,3,r,0.1,6.51859e+06,5.6116e+06,5.60599e+06,720372,620140,619520
100,2048,3,r,0.5,1.47279e+06,1.26345e+06,1.26218e+06,1.51366e+06,1.2985e+06,1.2972e+06
100,2048,3,r,0.9,223890,194366,194560,2.0612e+06,1.78939e+06,1.79118e+06
100,4096,0,l,0.1,5.03703e+09,8.42026e+08,8.41184e+08,5.59783e+08,9.35774e+07,9.34838e+07
100,4096,0,l,0.5,8.09036e+08,1.21477e+08,1.21355e+08,8.11068e+08,1.21782e+08,1.2166e+08
100,4096,0,l,0.9,1.01034e+08,1.47657e+07,1.47509e+07,9.10911e+08,1.33126e+08,1.32993e+08
100,4096,0,r,0.1,3.67068e+09,7.31198e+08,7.30466e+08,4.09139e+08,8.15001e+07,8.14186e+07
100,4096,0,r,0.5,6.19373e+08,1.17799e+08,1.17681e+08,6.18414e+08,1.17616e+08,1.17499e+08
100,4096,0,r,0.9,7.68022e+07,1.41458e+07,1.41316e+07,6.87672e+08,1.26658e+08,1.26532e+08
100,4096,1,l,0.1,1.7502e+08,1.37566e+08,1.37566e+08,1.94034e+07,1.5251e+07,1.5251e+07
100,4096,1,l,0.5,2.681e+07,2.25698e+07,2.25473e+07,2.65962e+07,2.23898e+07,2.23674e+07
100,4096,1,l,0.9,2.04423e+06,1.78026e+06,1.77848e+06,1.7714e+07,1.54266e+07,1.54112e+07
100,4096,1,r,0.1,1.69448e+08,1.06011e+08,1.05905e+08,1.87315e+07,1.17189e+07,1.17072e+07
100,4096,1,r,0.5,1.9926e+07,1.24811e+07,1.24936e+07,2.00985e+07,1.25892e+07,1.26018e+07
100,4096,1,r,0.9,2.48495e+06,1.5646e+06,1.56303e+06,2.22643e+07,1.40182e+07,1.40042e+07
100,4096,2,l,0.1,1.79357e+07,5.25517e+06,5.25517e+06,1.90401e+06,557875,557875
100,4096,2,l,0.5,4.767e+06,1.88221e+06,1.89727e+06,4.74642e+06,1.87408e+06,1.88908e+06
100,4096,2,l,0.9,817157,325402,327680,7.76504e+06,3.09213e+06,3.11378e+06
100,4096,2,r,0.1,1.59939e+07,4.0345e+06,4.03046e+06,1.84645e+06,465771,465306
100,4096,2,r,0.5,4.44248e+06,1.35496e+06,1.35496e+06,4.28401e+06,1.30662e+06,1.30662e+06
100,4096,2,r,0.9,505366,178512,179405,4.6879e+06,1.65593e+06,1.6642e+06
100,4096,3,l,0.1,6.64812e+06,6.57492e+06,6.56835e+06,744991,736788,736051
100,4096,3,l,0.5,1.6384e+06,1.60733e+06,1.61055e+06,1.59131e+06,1.56114e+06,1.56426e+06
100,4096,3,l,0.9,231294,225506,225280,2.10687e+06,2.05415e+06,2.0521e+06
100,4096,3,r,0.1,7.09418e+06,5.0531e+06,5.05815e+06,780136,555681,556237
100,4096,3,r,0.5,1.8006e+06,1.35045e+06,1.35045e+06,1.76838e+06,1.32628e+06,1.32628e+06
100,4096,3,r,0.9,229624,181138,181862,2.13437e+06,1.68368e+06,1.69042e+06
